Script gestart op: 25-2-2016 11:21:21
Clipboard tekst:~SUB-TAB:tabs~FORMNAME:dd_prod_dd_prod_product_price_main_tab~TEXT:Prijzen~ACTIVE-TAB:1~MAX-TABS:2
~BUTTON: btn_new_single ~FORMNAME: dd_prod_dd_prod_price_frm
Clipboard tekst:~BUTTON:btn_new_single~FORMNAME:dd_prod_dd_prod_price_frm
Clipboard tekst:~SUB-TAB:tabs~FORMNAME:dd_prod_dd_prod_product_price_main_tab~TEXT:Specialeprijzen~ACTIVE-TAB:2~MAX-TABS:2
~FIELD: fld_customercode ~FORMNAME: dd_prod_dd_prod_product_spec_price_tbl ~DATA: <html><body style="text-align:right; margin-top:3px;"><a href=''>0141.444.92</a></body></html> ~DP: customer_code ~TYPE: HTML_AREA ~EDIT: FALSE
~FIELD: fld_customercode ~FORMNAME: dd_prod_dd_prod_product_spec_price_tbl ~DATA: <html><body style="text-align:right; margin-top:3px;"><a href=''>0141.444.92</a></body></html> ~DP: customer_code ~TYPE: HTML_AREA ~EDIT: FALSE
Clipboard tekst:~TAB:tabs~FORMNAME:dd_prod_dd_prod_product_frm1~TEXT:Historie~ACTIVE-TAB:4~MAX-TABS:19
Clipboard tekst:~SUB-TAB:tabs~FORMNAME:dd_prod_dd_prod_product_history_tab~TEXT:Prijshistorie~ACTIVE-TAB:1~MAX-TABS:3
Clipboard tekst:~SUB-TAB:tabs~FORMNAME:dd_prod_dd_prod_product_history_tab~TEXT:Voorraadhistorie~ACTIVE-TAB:2~MAX-TABS:3
Clipboard tekst:~SUB-TAB:tabs~FORMNAME:dd_prod_dd_prod_product_history_tab~TEXT:Artikelmutaties~ACTIVE-TAB:3~MAX-TABS:3
Clipboard tekst:~TAB:tabs~FORMNAME:dd_prod_dd_prod_product_frm1~TEXT:Inomloop~ACTIVE-TAB:5~MAX-TABS:19
Clipboard tekst:~TAB:tabs~FORMNAME:dd_prod_dd_prod_product_frm1~TEXT:Inkoop~ACTIVE-TAB:6~MAX-TABS:19
Clipboard tekst:~SUB-TAB:tabs~FORMNAME:dd_prod_dd_prod_product_purchase_tab~TEXT:Bestellingen~ACTIVE-TAB:1~MAX-TABS:4
Clipboard tekst:~SUB-TAB:tabs~FORMNAME:dd_prod_dd_prod_product_purchase_tab~TEXT:Ontvangsten~ACTIVE-TAB:2~MAX-TABS:4
Clipboard tekst:~SUB-TAB:tabs~FORMNAME:dd_prod_dd_prod_product_purchase_tab~TEXT:Acties~ACTIVE-TAB:3~MAX-TABS:4
Clipboard tekst:~SUB-TAB:tabs~FORMNAME:dd_prod_dd_prod_product_purchase_tab~TEXT:Facturen~ACTIVE-TAB:4~MAX-TABS:4
Clipboard tekst:~TAB:tabs~FORMNAME:dd_prod_dd_prod_product_frm1~TEXT:Verkopen~ACTIVE-TAB:7~MAX-TABS:19
Clipboard tekst:~SUB-TAB:tabs~FORMNAME:dd_prod_dd_prod_product_sales_tab~TEXT:Verkoopoffertes~ACTIVE-TAB:1~MAX-TABS:5
~BUTTON: btn_new_single ~FORMNAME: dd_prod_dd_sale_offer_item_tbl
Clipboard tekst:~BUTTON:btn_new_single~FORMNAME:dd_prod_dd_sale_offer_item_tbl
Clipboard tekst:~SUB-TAB:tabs~FORMNAME:dd_prod_dd_prod_product_sales_tab~TEXT:Bestellingen~ACTIVE-TAB:2~MAX-TABS:5
~BUTTON: btn_new_single ~FORMNAME: dd_prod_dd_sale_order_item_tbl
Clipboard tekst:~BUTTON:btn_new_single~FORMNAME:dd_prod_dd_sale_order_item_tbl
Clipboard tekst:~SUB-TAB:tabs~FORMNAME:dd_prod_dd_prod_product_sales_tab~TEXT:Leveringen~ACTIVE-TAB:3~MAX-TABS:5
Clipboard tekst:~SUB-TAB:tabs~FORMNAME:dd_prod_dd_prod_product_sales_tab~TEXT:Acties~ACTIVE-TAB:4~MAX-TABS:5
~BUTTON: btn_new_single ~FORMNAME: dd_prod_dd_sale_leaflet_item_tbl
Clipboard tekst:~BUTTON:btn_new_single~FORMNAME:dd_prod_dd_sale_leaflet_item_tbl
Clipboard tekst:~SUB-TAB:tabs~FORMNAME:dd_prod_dd_prod_product_sales_tab~TEXT:Facturen~ACTIVE-TAB:5~MAX-TABS:5
~BUTTON: btn_new_single ~FORMNAME: dd_prod_dd_sale_invoice_item_tbl
Clipboard tekst:~BUTTON:btn_new_single~FORMNAME:dd_prod_dd_sale_invoice_item_tbl
Clipboard tekst:~TAB:tabs~FORMNAME:dd_prod_dd_prod_product_frm1~TEXT:Online~ACTIVE-TAB:8~MAX-TABS:19
~BUTTON: btn_link ~FORMNAME: dd_prod_dd_prod_webshop_cat_link_tbl
Clipboard tekst:~BUTTON:btn_link~FORMNAME:dd_prod_dd_prod_webshop_cat_link_tbl
Clipboard tekst:~TAB:tabs~FORMNAME:dd_prod_dd_prod_product_frm1~TEXT:Leverancier~ACTIVE-TAB:9~MAX-TABS:19
~BUTTON: btn_new_single ~FORMNAME: dd_prod_dd_prod_supplier_tbl
Clipboard tekst:~BUTTON:btn_new_single~FORMNAME:dd_prod_dd_prod_supplier_tbl
~FIELD: fld_suppliercode ~FORMNAME: dd_prod_dd_prod_supplier_tbl ~DATA: <html><body style="text-align:right; margin-top:3px;"><a href=''>2838.250.90</a></body></html> ~DP: e_supplier_code_link ~TYPE: HTML_AREA ~EDIT: FALSE
Clipboard tekst:~TAB:tabs~FORMNAME:dd_prod_dd_prod_product_frm1~TEXT:Informatie~ACTIVE-TAB:10~MAX-TABS:19
Clipboard tekst:~TAB:tabs~FORMNAME:dd_prod_dd_prod_product_frm1~TEXT:Alternatiefartikel~ACTIVE-TAB:11~MAX-TABS:19
Clipboard tekst:~SUB-TAB:tabs~FORMNAME:dd_prod_dd_prod_product_alternative_main_tab~TEXT:Commercieel~ACTIVE-TAB:1~MAX-TABS:2
~BUTTON: btn_new_tab_prod ~FORMNAME: dd_prod_dd_prod_alternative_tbl
Clipboard tekst:~BUTTON:btn_new_tab_prod~FORMNAME:dd_prod_dd_prod_alternative_tbl
Clipboard tekst:~SUB-TAB:tabs~FORMNAME:dd_prod_dd_prod_product_alternative_main_tab~TEXT:Offerte~ACTIVE-TAB:2~MAX-TABS:2
~BUTTON: btn_new_tab_prod ~FORMNAME: dd_prod_dd_prod_offer_alternative_tbl
Clipboard tekst:~BUTTON:btn_new_tab_prod~FORMNAME:dd_prod_dd_prod_offer_alternative_tbl
Clipboard tekst:~TAB:tabs~FORMNAME:dd_prod_dd_prod_product_frm1~TEXT:EAN~ACTIVE-TAB:12~MAX-TABS:19
~BUTTON: btn_new_single ~FORMNAME: dd_prod_dd_prod_ean_tbl
Clipboard tekst:~BUTTON:btn_new_single~FORMNAME:dd_prod_dd_prod_ean_tbl
~FIELD: fld_ean_type ~FORMNAME: dd_prod_dd_prod_ean_tbl ~DATA: Product ~DP: ean_type ~TYPE: TYPE_AHEAD ~EDIT: FALSE
Clipboard tekst:~TAB:tabs~FORMNAME:dd_prod_dd_prod_product_frm1~TEXT:Notities~ACTIVE-TAB:13~MAX-TABS:19
~BUTTON: btn_new ~FORMNAME: dd_core_dd_core_notes_tbl
Clipboard tekst:~BUTTON:btn_new~FORMNAME:dd_core_dd_core_notes_tbl
Clipboard tekst:~TAB:tabs~FORMNAME:dd_prod_dd_prod_product_frm1~TEXT:Prijswijzigingen~ACTIVE-TAB:14~MAX-TABS:19
Clipboard tekst:~TAB:tabs~FORMNAME:dd_prod_dd_prod_product_frm1~TEXT:Subartikelen~ACTIVE-TAB:15~MAX-TABS:19
~BUTTON: btn_organisationProduct ~FORMNAME: dd_core_dd_core_organisation_tbl
Clipboard tekst:~BUTTON:btn_organisationProduct~FORMNAME:dd_core_dd_core_organisation_tbl
~BUTTON: btn_subproductProduct ~FORMNAME: dd_core_dd_core_organisation_tbl
Clipboard tekst:~BUTTON:btn_subproductProduct~FORMNAME:dd_core_dd_core_organisation_tbl
Clipboard tekst:~TAB:tabs~FORMNAME:dd_prod_dd_prod_product_frm1~TEXT:Klantspecifiek~ACTIVE-TAB:16~MAX-TABS:19
~BUTTON: btn_new ~FORMNAME: dd_prod_dd_prod_specific_customer_tbl
Clipboard tekst:~BUTTON:btn_new~FORMNAME:dd_prod_dd_prod_specific_customer_tbl
Clipboard tekst:~TAB:tabs~FORMNAME:dd_prod_dd_prod_product_frm1~TEXT:Bypass~ACTIVE-TAB:17~MAX-TABS:19
~BUTTON: btn_new ~FORMNAME: dd_prod_dd_prod_bypass_tbl
Clipboard tekst:~BUTTON:btn_new~FORMNAME:dd_prod_dd_prod_bypass_tbl
Clipboard tekst:~TAB:tabs~FORMNAME:dd_prod_dd_prod_product_frm1~TEXT:Documenten~ACTIVE-TAB:18~MAX-TABS:19
~BUTTON: btn_new_single ~FORMNAME: dd_core_dd_core_document_tbl
Clipboard tekst:~BUTTON:btn_new_single~FORMNAME:dd_core_dd_core_document_tbl
Clipboard tekst:~TAB:tabs~FORMNAME:dd_prod_dd_prod_product_frm1~TEXT:PIM~ACTIVE-TAB:19~MAX-TABS:19
Clipboard tekst:~NAV-ITEM:EAN
~BUTTON: btn_export ~FORMNAME: dd_prod_dd_prod_ean_lst_frm
Clipboard tekst:~BUTTON:btn_export~FORMNAME:dd_prod_dd_prod_ean_lst_frm
~BUTTON: btn_print ~FORMNAME: dd_prod_dd_prod_ean_lst_frm
Clipboard tekst:~BUTTON:btn_print~FORMNAME:dd_prod_dd_prod_ean_lst_frm
Clipboard tekst:~NAV-ITEM:Voorraadlocatie
~BUTTON: btn_export ~FORMNAME: dd_prod_dd_prod_product_stock_loc_lst_frm
Clipboard tekst:~BUTTON:btn_export~FORMNAME:dd_prod_dd_prod_product_stock_loc_lst_frm
~BUTTON: btn_print ~FORMNAME: dd_prod_dd_prod_product_stock_loc_lst_frm
Clipboard tekst:~BUTTON:btn_print~FORMNAME:dd_prod_dd_prod_product_stock_loc_lst_frm
Clipboard tekst:~NAV-ITEM:Schapkaart
~BUTTON: btn_print ~FORMNAME: dd_prod_dd_prod_product_shelfcard_lst_frm
Clipboard tekst:~BUTTON:btn_print~FORMNAME:dd_prod_dd_prod_product_shelfcard_lst_frm
~BUTTON: BTN_menu ~FORMNAME: dd_prod_dd_prod_product_shelfcard_lst_frm
Clipboard tekst:~BUTTON:BTN_menu~FORMNAME:dd_prod_dd_prod_product_shelfcard_lst_frm
Clipboard tekst:~NAV-HEADER:Voorraadbeheer
Clipboard tekst:~NAV-ITEM:Artikelenvoorraad
~BUTTON: btn_export ~FORMNAME: dd_stock_dd_stock_prod_product_link_lst_frm
Clipboard tekst:~BUTTON:btn_export~FORMNAME:dd_stock_dd_stock_prod_product_link_lst_frm
~FIELD: fld_productcode ~FORMNAME: dd_stock_dd_stock_prod_product_link_lst ~DATA: 0110.302.75 ~DP: e_product_code_link ~TYPE: HTML_AREA ~EDIT: FALSE
Clipboard tekst:~NAV-ITEM:Voorraadcorrecties
~FIELD: fld_adjustmentnumber ~FORMNAME: dd_stock_dd_stock_adjust_lst ~DATA: 2015392421 ~DP: dd_stock_adjust_code ~TYPE: TEXT_FIELD ~EDIT: FALSE
~BUTTON: btn_export ~FORMNAME: dd_stock_dd_stock_adjust_pan
Clipboard tekst:~BUTTON:btn_export~FORMNAME:dd_stock_dd_stock_adjust_pan
Clipboard tekst:~TAB:tabs~FORMNAME:dd_stock_dd_stock_adjust_pan~TEXT:Notities~ACTIVE-TAB:2~MAX-TABS:2
~BUTTON: btn_new ~FORMNAME: dd_core_dd_core_notes_tbl
Clipboard tekst:~BUTTON:btn_new~FORMNAME:dd_core_dd_core_notes_tbl
Clipboard tekst:~NAV-ITEM:Partiëleinventarisatie
~BUTTON: btn_print ~FORMNAME: dd_stock_dd_stock_inventory_lst_frm
Clipboard tekst:~BUTTON:btn_print~FORMNAME:dd_stock_dd_stock_inventory_lst_frm
~BUTTON: btn_export ~FORMNAME: dd_stock_dd_stock_inventory_lst_frm
Clipboard tekst:~BUTTON:btn_export~FORMNAME:dd_stock_dd_stock_inventory_lst_frm
~BUTTON: btn_new ~FORMNAME: dd_stock_dd_stock_inventory_lst_frm
Clipboard tekst:~BUTTON:btn_new~FORMNAME:dd_stock_dd_stock_inventory_lst_frm
~FIELD: fld_inventory_code ~FORMNAME: dd_stock_dd_stock_inventory_lst ~DATA: 16000007 ~DP: dd_stock_inventory_code ~TYPE: TEXT_FIELD ~EDIT: FALSE
~BUTTON: btn_print ~FORMNAME: dd_stock_dd_stock_inventory_pan
Clipboard tekst:~BUTTON:btn_print~FORMNAME:dd_stock_dd_stock_inventory_pan
~BUTTON: btn_duplicatePI ~FORMNAME: dd_stock_dd_stock_inventory_pan
Clipboard tekst:~BUTTON:btn_duplicatePI~FORMNAME:dd_stock_dd_stock_inventory_pan
~BUTTON: btn_final ~FORMNAME: dd_stock_dd_stock_inventory_pan
Clipboard tekst:~BUTTON:btn_final~FORMNAME:dd_stock_dd_stock_inventory_pan
Clipboard tekst:~TAB:tabs~FORMNAME:dd_stock_dd_stock_inventory_pan~TEXT:Notities~ACTIVE-TAB:2~MAX-TABS:2
~BUTTON: btn_new ~FORMNAME: dd_core_dd_core_notes_tbl
Clipboard tekst:~BUTTON:btn_new~FORMNAME:dd_core_dd_core_notes_tbl
Clipboard tekst:~NAV-HEADER:Klanten
Clipboard tekst:~NAV-ITEM:Klanten
~BUTTON: btn_export ~FORMNAME: dd_cust_dd_cust_customer_lst_frm
Clipboard tekst:~BUTTON:btn_export~FORMNAME:dd_cust_dd_cust_customer_lst_frm
~BUTTON: btn_print ~FORMNAME: dd_cust_dd_cust_customer_lst_frm
Clipboard tekst:~BUTTON:btn_print~FORMNAME:dd_cust_dd_cust_customer_lst_frm
~BUTTON: btn_new_single ~FORMNAME: dd_cust_dd_cust_customer_lst_frm
Clipboard tekst:~BUTTON:btn_new_single~FORMNAME:dd_cust_dd_cust_customer_lst_frm
Clipboard tekst:~NAV-ITEM:Bestelformulier
~BUTTON: btn_export ~FORMNAME: dd_cust_dd_cust_orderform_lst_frm
Clipboard tekst:~BUTTON:btn_export~FORMNAME:dd_cust_dd_cust_orderform_lst_frm
~BUTTON: btn_new_single ~FORMNAME: dd_cust_dd_cust_orderform_lst_frm
Clipboard tekst:~BUTTON:btn_new_single~FORMNAME:dd_cust_dd_cust_orderform_lst_frm
~BUTTON: btn_print ~FORMNAME: dd_cust_dd_cust_orderform_lst_frm
Clipboard tekst:~BUTTON:btn_print~FORMNAME:dd_cust_dd_cust_orderform_lst_frm
~FIELD: fld_orderform_code ~FORMNAME: dd_cust_dd_cust_orderform_lst ~DATA: 000001 ~DP: dd_cust_orderform_code ~TYPE: TEXT_FIELD ~EDIT: FALSE
Clipboard tekst:~NAV-ITEM:Notities
~BUTTON: btn_export ~FORMNAME: dd_cust_dd_core_notes_lst_frm
Clipboard tekst:~BUTTON:btn_export~FORMNAME:dd_cust_dd_core_notes_lst_frm
~FIELD: fld_customercode ~FORMNAME: dd_cust_dd_core_notes_lst ~DATA: <html><body style="text-align:right; margin-top:3px;"><a href=''>0109.246.98</a></body></html> ~DP: e_customer_code_link ~TYPE: HTML_AREA ~EDIT: FALSE
Clipboard tekst:~NAV-ITEM:Specialeprijzen
~BUTTON: btn_export ~FORMNAME: dd_cust_dd_cust_spec_price_lst_frm
Clipboard tekst:~BUTTON:btn_export~FORMNAME:dd_cust_dd_cust_spec_price_lst_frm
~BUTTON: btn_new ~FORMNAME: dd_cust_dd_cust_spec_price_lst_frm
Clipboard tekst:~BUTTON:btn_new~FORMNAME:dd_cust_dd_cust_spec_price_lst_frm
~BUTTON: btn_print ~FORMNAME: dd_cust_dd_cust_spec_price_lst_frm
Clipboard tekst:~BUTTON:btn_print~FORMNAME:dd_cust_dd_cust_spec_price_lst_frm
~FIELD: fld_customercode ~FORMNAME: dd_cust_dd_cust_spec_price_lst ~DATA: <html><body style="text-align:right; margin-top:3px;"><a href=''>0100.120.95</a></body></html> ~DP: e_customer_code_link ~TYPE: HTML_AREA ~EDIT: FALSE
~BUTTON: btn_export ~FORMNAME: dd_cust_dd_cust_spec_price_pan
Clipboard tekst:~BUTTON:btn_export~FORMNAME:dd_cust_dd_cust_spec_price_pan
~BUTTON: btn_print ~FORMNAME: dd_cust_dd_cust_spec_price_pan
Clipboard tekst:~BUTTON:btn_print~FORMNAME:dd_cust_dd_cust_spec_price_pan
Clipboard tekst:~TAB:tabs~FORMNAME:dd_cust_dd_cust_spec_price_pan~TEXT:Afdeling~ACTIVE-TAB:2~MAX-TABS:5
~BUTTON: btn_new ~FORMNAME: dd_cust_dd_cust_spec_price_department_tbl
Clipboard tekst:~BUTTON:btn_new~FORMNAME:dd_cust_dd_cust_spec_price_department_tbl
Clipboard tekst:~TAB:tabs~FORMNAME:dd_cust_dd_cust_spec_price_pan~TEXT:Hoofdgroepen~ACTIVE-TAB:3~MAX-TABS:5
~BUTTON: btn_new_single ~FORMNAME: dd_cust_dd_cust_spec_price_main_tbl
Clipboard tekst:~BUTTON:btn_new_single~FORMNAME:dd_cust_dd_cust_spec_price_main_tbl
Clipboard tekst:~TAB:tabs~FORMNAME:dd_cust_dd_cust_spec_price_pan~TEXT:Ondergroepen~ACTIVE-TAB:4~MAX-TABS:5
~BUTTON: btn_new_single ~FORMNAME: dd_cust_dd_cust_spec_price_sub_tbl
Clipboard tekst:~BUTTON:btn_new_single~FORMNAME:dd_cust_dd_cust_spec_price_sub_tbl
Clipboard tekst:~TAB:tabs~FORMNAME:dd_cust_dd_cust_spec_price_pan~TEXT:Marge~ACTIVE-TAB:5~MAX-TABS:5
Clipboard tekst:~SUB-TAB:tabs~FORMNAME:dd_cust_dd_cust_spec_price_margin_tab~TEXT:Actief~ACTIVE-TAB:1~MAX-TABS:2
Clipboard tekst:~SUB-TAB:tabs~FORMNAME:dd_cust_dd_cust_spec_price_margin_tab~TEXT:Open~ACTIVE-TAB:2~MAX-TABS:2
Clipboard tekst:~NAV-ITEM:Accountmanagers
~BUTTON: btn_export ~FORMNAME: dd_cust_vw_dd_cust_account_manager_lst_frm
Clipboard tekst:~BUTTON:btn_export~FORMNAME:dd_cust_vw_dd_cust_account_manager_lst_frm
~BUTTON: btn_print ~FORMNAME: dd_cust_vw_dd_cust_account_manager_lst_frm
Clipboard tekst:~BUTTON:btn_print~FORMNAME:dd_cust_vw_dd_cust_account_manager_lst_frm
~FIELD: fld_account_manager ~FORMNAME: dd_cust_vw_dd_cust_account_manager_lst ~DATA: Binnendienst ~DP: name_informal ~TYPE: TEXT_FIELD ~EDIT: FALSE
~BUTTON: btn_export ~FORMNAME: dd_cust_vw_dd_cust_account_manager_pan
Clipboard tekst:~BUTTON:btn_export~FORMNAME:dd_cust_vw_dd_cust_account_manager_pan
~BUTTON: btn_print ~FORMNAME: dd_cust_vw_dd_cust_account_manager_pan
Clipboard tekst:~BUTTON:btn_print~FORMNAME:dd_cust_vw_dd_cust_account_manager_pan
Clipboard tekst:~TAB:tabs~FORMNAME:dd_cust_vw_dd_cust_account_manager_pan~TEXT:Omzetgroep~ACTIVE-TAB:2~MAX-TABS:2
Clipboard tekst:~NAV-ITEM:Bezoekerregistratie
Clipboard tekst:Fout type:...
Clipboard tekst:Fout type:...
Clipboard tekst:Fout type:...
Clipboard tekst:Fout type:...
Clipboard tekst:Fout type:...
Clipboard tekst:Fout type:...
Clipboard tekst:Fout type:...
Clipboard tekst:Fout type:...
Clipboard tekst:Fout type:...
Clipboard tekst:Fout type:...
Clipboard tekst:Fout type:...
Clipboard tekst:Fout type:...
Clipboard tekst:Fout type:...
Clipboard tekst:Fout type:...
Clipboard tekst:Fout type:...
Clipboard tekst:Fout type:...
Script gepauzeerd op: 25-2-2016 12:10:48
Script voortijdig beeindigd op: 25-2-2016 12:30:44
